SYMPTOM_ID,SYMPTOM_NAME
6561,Hanging
6562,Poor peripheral circulation
6563,Hypomagnesaemia
6564,Urticaria vesiculosa
6565,Biopsy oesophagus
6566,Intentional overdose
6567,Palate injury
6568,Flavivirus test
6569,Atelectasis
6570,Retching
6571,Blood product transfusion
6572,Cow's milk intolerance
6573,Gastric volvulus
6574,Cortisol normal
6575,Fulminant type 1 diabetes mellitus
6576,Carbohydrate antigen 125
6577,Anti-thyroid antibody increased
6578,Fibrillary glomerulonephritis
6579,Peripheral vein occlusion
6580,Gastrointestinal viral infection
6581,Grey syndrome neonatal
6582,Salpingectomy
6583,Cardiovascular function test
6584,Iridocorneal endothelial syndrome
6585,Umbilical erythema
6586,Gallbladder cancer
6587,"Hallucination, tactile"
6588,Urine potassium decreased
6589,Spinal cord compression
6590,Distal intestinal obstruction syndrome
6591,Carbon monoxide poisoning
6592,Endocarditis rheumatic
6593,Septic arthritis haemophilus
6594,Blood uric acid normal
6595,Rectal haemorrhage
6596,Constricted affect
6597,Anterior spinal artery syndrome
6598,Transferrin saturation
6599,Prostatic dysplasia
6600,Von Willebrand's factor antigen normal
6601,Pneumonia proteus
6602,Inhalation therapy
6603,Cerebral artery stenosis
6604,Cardiac death
6605,Hypokalaemic syndrome
6606,Protein S increased
6607,Pancreatitis haemorrhagic
6608,Hypnagogic hallucination
6609,Tri-iodothyronine decreased
6610,Parvovirus B19 infection
6611,Burns second degree
6612,Prostate ablation
6613,Epidemic pleurodynia
6614,Urinary tract imaging abnormal
6615,Cholestasis
6616,Susac's syndrome
6617,Cortisol increased
6618,Magnetic resonance imaging ear
6619,Administration site reaction
6620,Pyrexia
6621,Epstein-Barr virus associated lymphoproliferative disorder
6622,Respiratory fremitus
6623,Coagulation factor VII level increased
6624,Injection site atrophy
6625,Angiomyolipoma
6626,Clinical trial participant
6627,Military service
6628,Interferon alpha level
6629,Protein total
6630,Foetal malformation
6631,Myositis
6632,Urine iron
6633,Lung hernia
6634,Ovarian haematoma
6635,Wall motion score index
6636,Drug-device incompatibility
6637,Congenital HIV infection
6638,Radial pulse decreased
6639,Cytomegalovirus antibody negative
6640,Urine potassium
6641,Procedural failure
6642,Renal tubular injury
6643,Mallampati score
6644,Papilloma
6645,Aortic valve stenosis
6646,Eye infection syphilitic
6647,Mucocutaneous ulceration
6648,Pelvic organ injury
6649,Contraception
6650,Body temperature fluctuation
6651,Swallow study abnormal
6652,Alcohol withdrawal syndrome
6653,Antiacetylcholine receptor antibody positive
6654,Beta-N-acetyl-D-glucosaminidase
6655,Febrile status epilepticus
6656,Gastrocardiac syndrome
6657,Mitochondrial toxicity
6658,Cerebrospinal fluid reservoir placement
6659,Herpes pharyngitis
6660,Menorrhagia
6661,CSF glucose increased
6662,Blood aldosterone normal
6663,Infected dermal cyst
6664,Respiratory tract ulceration
6665,Emotional distress
6666,Intestinal angina
6667,Bloody discharge
6668,Atonic seizures
6669,Biopsy conjunctiva abnormal
6670,Discomfort
6671,Secondary hypertension
6672,Occult blood positive
6673,Blood osmolarity
6674,Blood catecholamines increased
6675,Urine alkalinisation therapy
6676,Anti-VGCC antibody positive
6677,Blood caffeine decreased
6678,Vaginal pain
6679,Streptococcal infection
6680,Resting tremor
6681,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids
6682,Gastrointestinal stoma output increased
6683,Pelvic cyst
6684,Hormone replacement therapy
6685,Sperm concentration decreased
6686,Stenotrophomonas sepsis
6687,Leukoencephalopathy
6688,Term birth
6689,Logorrhoea
6690,Breast disorder female
6691,Vitreous haemorrhage
6692,Social alcohol drinker
6693,Tri-iodothyronine free abnormal
6694,Lupus anticoagulant hypoprothrombinaemia syndrome
6695,Arterial stiffness
6696,Anti-NMDA antibody negative
6697,Mucosal excoriation
6698,Lymphadenitis viral
6699,Nasopharyngoscopy
6700,Skin injury
6701,Device related sepsis
6702,Optical coherence tomography
6703,Pre-existing condition improved
6704,Pulmonary venous thrombosis
6705,Medical device implantation
6706,Wound abscess
6707,B-cell lymphoma
6708,Hypercalcaemia of malignancy
6709,Growth failure
6710,Porphyria
6711,Pelvic floor dysfunction
6712,Hormone refractory breast cancer
6713,Immature granulocyte count
6714,Asymmetric di-methylarginine increased
6715,Conjunctival haemorrhage
6716,Mucosal erosion
6717,Appendiceal abscess
6718,Metastatic lymphoma
6719,Exercise electrocardiogram
6720,Smear cervix abnormal
6721,Oral dysplasia
6722,Pneumocystis jirovecii infection
6723,Red blood cell rouleaux formation present
6724,Antithrombin III
6725,Attention deficit hyperactivity disorder
6726,Aortitis
6727,Oral soft tissue biopsy
6728,Alpha 1 globulin increased
6729,Pharyngitis
6730,CSF pH increased
6731,Blood calcium increased
6732,Medical device site burn
6733,Aqueductal stenosis
6734,Vaccination site joint effusion
6735,Rheumatoid nodule
6736,Arm amputation
6737,Listeriosis
6738,Gastrointestinal fistula
6739,Anuria
6740,Enteritis
6741,Administration site cellulitis
6742,Selective abortion
6743,Feeling jittery
6744,Vaccination site injury
6745,Hypertrophy of tongue papillae
6746,Amniotic fluid index
6747,Variant Creutzfeldt-Jakob disease
6748,Cervical laser therapy
6749,Tooth development disorder
6750,Lymphoma
6751,Febrile convulsion
6752,Endometrial hyperplasia
6753,Pulmonary fistula
6754,Bile acid malabsorption
6755,Blood electrolytes decreased
6756,Eczema
6757,Weight loss poor
6758,Medial tibial stress syndrome
6759,Gelatinous transformation of the bone marrow
6760,Testicular necrosis
6761,Low cardiac output syndrome
6762,Axonal and demyelinating polyneuropathy
6763,Dientamoeba infection
6764,Serotonin syndrome
6765,Orthosis user
6766,Pericardial haemorrhage
6767,Factor V Leiden carrier
6768,Psychiatric investigation
6769,Endothelial dysfunction
6770,Macule
6771,Cortisol free urine
6772,Adams-Stokes syndrome
6773,Acantholysis
6774,Anti-islet cell antibody positive
6775,pH urine abnormal
6776,Ventricular drainage
6777,Cardiac ventricular disorder
6778,Supplementation therapy
6779,Pancreatobiliary sphincterotomy
6780,Pancreatic abscess
6781,Superinfection
6782,Genital scarring
6783,Transient elastography
6784,Robust take following exposure to vaccinia virus
6785,Iron binding capacity total
6786,Monocyte percentage abnormal
6787,Herpes simplex DNA test positive
6788,Normetanephrine urine increased
6789,Cerebral atrophy
6790,Excessive masturbation
6791,Cheilosis
6792,Urticaria pigmentosa
6793,Hernia pain
6794,Tonsillar cyst
6795,Whole body scan
6796,Factor VIII activity increased
6797,Oesophagitis chemical
6798,Blood fibrinogen abnormal
6799,Air embolism
6800,Lung carcinoma cell type unspecified recurrent
6801,Nodal arrhythmia
6802,Cervical spinal cord paralysis
6803,Antimyocardial antibody
6804,Foetal biophysical profile score abnormal
6805,Streptococcal serology
6806,Klippel-Trenaunay syndrome
6807,Blood androstenedione
6808,Dust allergy
6809,Meningococcal infection
6810,Parasitic test
6811,Conjunctivitis bacterial
6812,Pelvic venous thrombosis
6813,Haemorrhagic infarction
6814,Eosinophilic oesophagitis
6815,Parainfluenzae virus infection
6816,Parietal cell antibody
6817,Sinonasal obstruction
6818,Psychogenic movement disorder
6819,Arteriogram carotid
6820,Hepatitis E antigen negative
6821,Micturition urgency
6822,Cephalhaematoma
6823,Barrel chest
6824,Testicular cancer metastatic
6825,Medical device change
6826,Biopsy lung abnormal
6827,Biopsy cartilage abnormal
6828,Anal paraesthesia
6829,Pulmonary arterial pressure normal
6830,Pharyngeal swelling
6831,Creatinine renal clearance abnormal
6832,Refusal of treatment by relative
6833,Foetal exposure during pregnancy
6834,Female sexual dysfunction
6835,Eye irritation
6836,Enlarged clitoris
6837,Epididymal enlargement
6838,Arterial spasm
6839,Lactase deficiency
6840,Small intestine gangrene
6841,Bartholin's cyst removal
6842,Thrombopoietin level abnormal
6843,Psychotic disorder due to a general medical condition
6844,Percutaneous coronary intervention
6845,Neonatal hypoxia
6846,Viral load
6847,Prostatic specific antigen abnormal
6848,Endocarditis noninfective
6849,Leukopenia neonatal
6850,Meningitis borrelia
6851,Yawning
6852,Congenital tricuspid valve atresia
6853,Heart sounds normal
6854,Alpha 1 foetoprotein normal
6855,Application site mass
6856,Blood elastase decreased
6857,Infantile vomiting
6858,Chlamydia identification test positive
6859,Epidemic nephropathy
6860,Nephrostomy
6861,Deafness permanent
6862,Infarction
6863,Skin discolouration
6864,Traumatic intracranial haemorrhage
6865,Cerebral amyloid angiopathy
6866,Glasgow coma scale
6867,Muscle tightness
6868,Computerised tomogram coronary artery
6869,Gastritis viral
6870,Varicella zoster pneumonia
6871,Vaccination site macule
6872,Hemiparesis
6873,Blood chromium decreased
6874,Abnormal weight gain
6875,Saliva alcohol test
6876,Parent-child problem
6877,Vasogenic cerebral oedema
6878,Retinoscopy abnormal
6879,Lithotripsy
6880,Haemodynamic test normal
6881,Pilonidal cyst congenital
6882,Hypoglycaemic unconsciousness
6883,Soluble fibrin monomer complex increased
6884,Troponin abnormal
6885,Spinal cord lipoma
6886,Mean cell haemoglobin
6887,Prosopagnosia
6888,Chemokine increased
6889,Thyroid function test normal
6890,Nasal discomfort
6891,Leukostasis syndrome
6892,Blood cannabinoids increased
6893,Aneurysm
6894,Gastroenterostomy
6895,Dyspnoea paroxysmal nocturnal
6896,Ventilation perfusion mismatch
6897,Blood heavy metal increased
6898,Neurological examination normal
6899,Psychiatric decompensation
6900,Genital infection viral
6901,Epiglottic oedema
6902,Dementia with Lewy bodies
6903,PO2 increased
6904,Erythromelalgia
6905,Drug effect incomplete
6906,Gonorrhoea
6907,Stress urinary incontinence
6908,Administration site calcification
6909,Tumour thrombosis
6910,Ligament operation
6911,Gastrointestinal candidiasis
6912,Congenital hypothyroidism
6913,Cancer staging
6914,Sucrase-isomaltase deficiency
6915,Cancer pain
6916,Vessel puncture site pain
6917,Thinking abnormal
6918,Systemic candida
6919,Blood follicle stimulating hormone abnormal
6920,Atrial hypertrophy
6921,Osteitis condensans
6922,Urine arsenic decreased
6923,Removal of foreign body from rectum
6924,Hypertensive urgency
6925,Kinesitherapy
6926,Electrocorticogram
6927,Endothelin
6928,Spastic paralysis
6929,Blood stem cell transplant failure
6930,Reticulocytopenia
6931,Urine human chorionic gonadotropin negative
6932,Insurance issue
6933,Chiari network
6934,External auditory canal atresia
6935,Cytokine test
6936,Venous recanalisation
6937,Retroperitoneal cancer
6938,Nephrosclerosis
6939,Tidal volume abnormal
6940,Iatrogenic infection
6941,Urea renal clearance decreased
6942,Sweating fever
6943,Vaccination site joint inflammation
6944,Biopsy prostate
6945,Myocarditis infectious
6946,Chest wall cyst
6947,Osler's nodes
6948,Treatment delayed
6949,Anti-sulfatide autoantibody positive
6950,Barium meal
6951,Hysterometry
6952,Pulmonary arteriopathy
6953,Anti-thyroid antibody
6954,Cardiac herniation
6955,Spinal cord injury cauda equina
6956,Sensorimotor disorder
6957,Pseudo-occlusion of internal carotid artery
6958,Stoma site hypergranulation
6959,Oral bacterial infection
6960,Neuroendocrine carcinoma of the skin
6961,Epiglottic cyst
6962,Aptyalism
6963,Hyperhomocysteinaemia
6964,Paranasal sinus injury
6965,Administration site joint effusion
6966,Iris disorder
6967,Third trimester pregnancy
6968,Colour vision tests abnormal
6969,Human T-cell lymphotropic virus infection
6970,Ovarian cancer stage II
6971,Mixed deafness
6972,Facial paralysis
6973,Vaccine associated enhanced respiratory disease
6974,Nodular lymphocyte predominant Hodgkin lymphoma
6975,Free thyroxine index increased
6976,Injection site mass
6977,Reduced facial expression
6978,CYP2C9 gene status assay
6979,Proteinuria
6980,Surgical failure
6981,Neonatal gastrointestinal disorder
6982,Allergy to metals
6983,Musculoskeletal foreign body
6984,Blood bilirubin normal
6985,Haematocrit
6986,Venipuncture
6987,Optic neuritis
6988,Hepatitis B antibody normal
6989,Cushing's syndrome
6990,Otoscopy normal
6991,Biochemical pregnancy
6992,Convalescent
6993,Photodynamic therapy
6994,Central obesity
6995,Cortical laminar necrosis
6996,Hepatitis A antigen positive
6997,Mastocytosis
6998,Leukaemoid reaction
6999,Strongyloides test positive
7000,PO2 normal
7001,Coagulation factor level normal
7002,Aseptic necrosis bone
7003,Blood creatine phosphokinase abnormal
7004,Diaphragmalgia
7005,Suspected suicide
7006,Cornea verticillata
7007,Periarticular disorder
7008,Dry eye
7009,Biopsy testes
7010,Implantable defibrillator replacement
7011,Herpes zoster oticus
7012,Bradycardia
7013,Bence Jones protein urine absent
7014,Adjusted calcium
7015,Positron emission tomography-magnetic resonance imaging
7016,Skin squamous cell carcinoma metastatic
7017,Prophylaxis against Rh isoimmunisation
7018,Lumbosacral plexus injury
7019,Drug specific antibody present
7020,Encephalitis lethargica
7021,N-terminal prohormone brain natriuretic peptide abnormal
7022,Syphilis
7023,Jessner's lymphocytic infiltration
7024,Spinal rod insertion
7025,Wound dehiscence
7026,Anal pruritus
7027,Gastroparesis postoperative
7028,Lipohypertrophy
7029,Male sexual dysfunction
7030,Plasminogen activator inhibitor polymorphism
7031,Urine osmolarity increased
7032,Diabetic foot
7033,Pulpitis dental
7034,Retinopexy
7035,Subcutaneous nodule
7036,Administration site hyperaesthesia
7037,Gastrooesophageal reflux disease
7038,Vascular dissection
7039,Drug effective for unapproved indication
7040,Drug withdrawal syndrome
7041,Vitamin test
7042,Erythema
7043,Specific gravity urine decreased
7044,Segmented hyalinising vasculitis
7045,Latex allergy
7046,Drug withdrawal headache
7047,C1q nephropathy
7048,Plica syndrome
7049,Monoclonal B-cell lymphocytosis
7050,Intestinal adhesion lysis
7051,Segmental diverticular colitis
7052,Erythrosis
7053,Sensory integrative dysfunction
7054,Severe cutaneous adverse reaction
7055,Juvenile spondyloarthritis
7056,Tooth fracture
7057,Abdominal wall pain
7058,Buttock crushing
7059,Foreign body in reproductive tract
7060,Malignant palate neoplasm
7061,Blood urine absent
7062,Central cord syndrome
7063,Subdiaphragmatic abscess
7064,Urogenital infection fungal
7065,Lip exfoliation
7066,Obturator hernia
7067,Eosinophilic cystitis
7068,Beta 2 microglobulin normal
7069,Mycobacterium tuberculosis complex test
7070,Vaccination site eczema
7071,Gastrointestinal tract biopsy
